Area
10
8
1150
14
10
45
17
57
14
66
51
458
272
3
4
32
329
7
6
9
6
2
4
398
25
2
34
6
20
57
1115
15
2
72
48
193
23
9
14
158
44
12
1
31
197
74
94
2
60
1
3
2
38
61
1
13
890
173
48
1
60
50
2
3
1
146
130
13
2
192
64
222
595
8
74
524
16
6
32
168
3
33
26
665
267
32
58
1
4
20
237
884
6
33
42
13
4
23
20
169
1278
130
11
2
812
19
6
17
154
2
2
85
54
24
472
5
1074
9
26
90
85
30
37
7
9
16
85
30
74
228
78
36
31
244
1
2
97
32
1
1348
57
9
27
1
14
18
2
5
106
568
251
8
381
1
34
19
5
103
15
120
52
29
8
17
2
101
7
24
19
60
103
64
77
8
712
401
181
41
247
162
29
130
44
854
521
2
17
5
27
344
2
27
8
32
26
2
43
202
1
54
1846
290
1681
26
1
2
10
36
6
142
118
4
24
47
38
27
168
4
375
8
274
21
49
6
15
8
13
14
6
2
247
11
1
150
10
7
1
15
627
126
7
1947
1
2606
28
44
351
1300
2
144
437
115
88
35
3
632
4
5
39
139
1
504
2
112
19
5
80
1
45
2
307
77
3
12
11
309
1
16
8
2
4
399
76
1
39
80
9
22
935
6
25
234
82
4
77
207
71
88
12
20
11
34
6
46
48
2
16
126
3803
594
5
736
14
296
2
2
324
27
1
339
68
1
5
416
411
15
32
79
3
6
507
40
8
844
69
20
13
234
364
95
4
52
18
2
29
97
15
120
28
525
256
1
4
95
24
17
426
180
150
19
13
5
1
3
3
82
1
6
370
38
1
92
246
15
16
1134
7
1157
16
1573
128
7204
13
1
21
26
150
4
27
142
1
1745
41
37
22
14
159
42
32
17
23
11
1
5
10
3
12
2
2
49
130
1247
9
153
18
7
4
13
6
6
19
41
49
223
17
62
57
10
6
4
13
64
50
18
44
4509
1
8
142
11
46
512
3
17
39
20
19
15
134
8
1
94
248
351
42
20
52
80
26
6
87
127
334
3
161
3
17
17
1
11
28
26
1072
34
203
5
146
1
2
3
1437
79
2
328
5
76
862
34
21
423
17
27
1
21
102
19
58
1
19
241
3
40
49
3
18
3
8
10
109
36
74
4
52
1674
4
25
1
27
442
39
2538
70
14
27
149
149
7
9726
28
49
3
1
71
28
119
103
54
6
21
226
62
15
5
96
159
2
366
8
6
1
253
1031
36
141
8
5
28
4
6
75
4
10
1993
45
5
3
4
196
1
3
92
360
2
17
196
29
6
15
8
3
55
1
215
16
1759
581
37
344
54
24
8
1
17
72
311
100
73
27
5
373
15
22
41
4
57
6
25
58
20
6
40
12
1
1
7
30
1
3
514
422
31
239
3
97
1349
105
2
23
907
2766
1
165
38
29
49
11
2
214
26
49
1127
1
9
53
8
14
45
75
391
7
9
27
17
5
5
10
47
1
36
22
34
96
6
27
6
6
81
41
499
1171
1313
291
64
38
8
29
1709
1
16
8
97
37
32
7
1
15
381
17
14
3
165
34
11
20
177
61
11
371
106
6
31
52
13
18
30
80
8
141
1466
2
1006
182
76
6
28
1
14
7
54
142
184
7
1
394
78
3
10
501
176
1
2
4336
8
7
1
428
3
6
1
5
3
10
50
173
12
64
135
189
65
4
136
9
1
7
17
7
3
1
49
12
547
1
29
12
22
4
4
142
144
5
39
13
10
48
6
66
35
8
19
27
158
97
16
25
12
27
7
94
17
538
1
7
194
4
120
2766
41
252
1
6
9
222
24
178
20
215
55
1
84
42
8
173
179
4
3
10
187
25
9
4
2409
58
2
21
19
480
6
1
43
9
110
2
95
351
29
313
6
6
11
218
1
14
2
170
68
17
292
216
1243
23
1
13
348
9
1
84
2
982
147
82
304
16
7
104
30
404
35
2
6
31
13
1840
1
2196
55
20
18
2
1
29
1
34
4
305
1
20
51
319
28
2
1510
5
1670
305
119
42
16
1
2
4
1440
4
28
578
37
5
5
24
24
44
248
16
2
8
2
144
9
74
3
52
458
19
2
4
167
25
5
255
25
69
22
42
4
2
27
1099
12
22
100
12
14
8
15
15
837
21
7
688
733
51
9
13
3
5
3
8
19
68
1
1152
82
3
41
1
28
4
236
19
1
704
398
542
12
6
103
670
117
81
6
4
63
94
8
18
246
358
12
6
10
57
105
4
46
6
32
30
699
3
6
10
2
170
22
29
4
2119
6
212
67
16
13
371
137
10
30
43
4
2
78
8
173
14
2
29
14
66
1
6
8
1
3
5
51
15
11
238
133
26
1
643
62
174
25
2407
35
95
3
89
1
54
2
4
26
66
7
4
44
55
486
20
4
15
380
50
4
376
208
1
15
1352
2334
27
717
6
66
17
25
8
15
3
249
65
44
16
8
174
17
16
5
2
1174
109
5
58
21
15
220
19
15
20
9
18
41
32
75
63
27
4
27
2
6
27
69
31
8
6
1474
9
63
4
210
42
32
215
20
31
494
5
1
63
33
64
5
7
9
10
152
16
17
84
7
193
1617
179
2
37
4
55
16
9
1490
119
19
36
4
102
76
6
120
7
1020
115
56
39
24
1
293
1
8
2419
89
79
15
26
1
20
14
5
127
56
33
244
39
40
172
194
7
4
1
1604
16
881
220
1
1
22
105
50
91
4
164
2
146
2
55
1
16
174
73
7
5
34
69
28
4
130
65
1
27
4
7
4
19
2
103
14
2
10
55
4
51
269
2
20
1
21
1
1
16
21
180
27
1
17
10
2
44
2
17
18
89
160
25
163
1018
4
7
1
1
8
114
27
30
19
16
74
24
3
34
4
41
35
193
65
573
57
10
189
6
480
382
58
39
68
65
29
11
17
33
21
17
64
2
2
69
2
71
231
1433
65
19
7
203
975
18
11
7
162
2
10
2
4
1
2676
52
18
25
8
23
824
10
37
136
42
48
2
29
17
52
28
2
5
6
58
9
197
50
9
41
718
58
52
2
18
1
3
213
2
62
23
9
23
2
318
52
48
412
42
26
103
120
127
90
33
57
3
1
22
440
14
46
8
63
18
257
64
217
93
101
10
671
144
7
336
4
5
7
23
258
77
26
6
127
1
155
3
9
131
52
31
1
148
3
8
55
101
82
17
120
103
31
408
2
75
277
11
8
219
2
18
1
15
130
51
101
166
5
37
211
4
14
17
99
2
219
114
125
17
377
94
22
11
205
46
146
64
87
4
76
20
5
231
10
34
4
46
77
46
11
1
31
11
21
21
8
12
22
19
86
8
9
20
8
10
1
2
1
1
